Category,Test,Region,Result,Resource,More Info
EC2,Open Hadoop HDFS NameNode Metadata Service,ca-central-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,eu-central-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,eu-west-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,eu-west-2,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,eu-west-3,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,eu-north-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,ap-northeast-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,ap-northeast-2,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,ap-southeast-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,ap-southeast-2,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,ap-south-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,sa-east-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode Metadata Service,ap-east-1,PASS,,Region is not enabled
EC2,Open Hadoop HDFS NameNode Metadata Service,me-south-1,PASS,,Region is not enabled
EC2,Open Hadoop HDFS NameNode WebUI,us-east-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,us-east-2,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,us-west-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,us-west-2,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,ca-central-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,eu-central-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,eu-west-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,eu-west-2,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,eu-west-3,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,eu-north-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,ap-northeast-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,ap-northeast-2,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,ap-southeast-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,ap-southeast-2,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,ap-south-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,sa-east-1,PASS,,No public open ports found
EC2,Open Hadoop HDFS NameNode WebUI,ap-east-1,PASS,,Region is not enabled
EC2,Open Hadoop HDFS NameNode WebUI,me-south-1,PASS,,Region is not enabled
RDS,RDS Logging Enabled,us-east-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,us-east-2,PASS,,No RDS instances found
RDS,RDS Logging Enabled,us-west-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,us-west-2,PASS,,No RDS instances found
RDS,RDS Logging Enabled,ca-central-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,eu-central-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,eu-west-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,eu-west-2,PASS,,No RDS instances found
RDS,RDS Logging Enabled,eu-west-3,PASS,,No RDS instances found
RDS,RDS Logging Enabled,eu-north-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,ap-northeast-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,ap-northeast-2,PASS,,No RDS instances found
RDS,RDS Logging Enabled,ap-southeast-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,ap-southeast-2,PASS,,No RDS instances found
RDS,RDS Logging Enabled,ap-south-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,sa-east-1,PASS,,No RDS instances found
RDS,RDS Logging Enabled,ap-east-1,PASS,,Region is not enabled
RDS,RDS Logging Enabled,me-south-1,PASS,,Region is not enabled
EFS,EFS Encryption Enabled,eu-west-2,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,eu-west-1,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,ap-northeast-2,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,ap-northeast-1,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,ap-southeast-1,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,ap-southeast-2,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,eu-central-1,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,us-east-1,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,us-east-2,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,us-west-1,PASS,,No EFS file systems present
EFS,EFS Encryption Enabled,us-west-2,PASS,,No EFS file systems present
Shield,Shield Advanced Enabled,global,FAIL,,Shield subscription is not enabled
Shield,Shield Emergency Contacts,global,FAIL,,Shield subscription is not enabled
Shield,Shield Protections,global,FAIL,,Shield subscription is not enabled
EKS,EKS Kubernetes Version,us-east-1,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,us-east-2,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,us-west-2,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,eu-west-1,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,eu-central-1,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,eu-west-2,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,eu-west-3,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,eu-north-1,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,ap-southeast-1,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,ap-northeast-1,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,ap-southeast-2,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,ap-northeast-2,PASS,,No EKS clusters present
EKS,EKS Kubernetes Version,ap-south-1,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,us-east-1,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,us-east-2,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,us-west-2,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,eu-west-1,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,eu-central-1,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,eu-west-2,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,eu-west-3,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,eu-north-1,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,ap-southeast-1,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,ap-northeast-1,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,ap-southeast-2,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,ap-northeast-2,PASS,,No EKS clusters present
EKS,EKS Logging Enabled,ap-south-1,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,us-east-1,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,us-east-2,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,us-west-2,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,eu-west-1,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,eu-central-1,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,eu-west-2,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,eu-west-3,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,eu-north-1,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,ap-southeast-1,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,ap-northeast-1,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,ap-southeast-2,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,ap-northeast-2,PASS,,No EKS clusters present
EKS,EKS Private Endpoint,ap-south-1,PASS,,No EKS clusters present
EKS,EKS Security Groups,us-east-1,PASS,,No EKS clusters present
EKS,EKS Security Groups,us-east-2,PASS,,No EKS clusters present
EKS,EKS Security Groups,us-west-2,PASS,,No EKS clusters present
EKS,EKS Security Groups,eu-west-1,PASS,,No EKS clusters present
EKS,EKS Security Groups,eu-central-1,PASS,,No EKS clusters present
EKS,EKS Security Groups,eu-west-2,PASS,,No EKS clusters present
EKS,EKS Security Groups,eu-west-3,PASS,,No EKS clusters present
EKS,EKS Security Groups,eu-north-1,PASS,,No EKS clusters present
EKS,EKS Security Groups,ap-southeast-1,PASS,,No EKS clusters present
EKS,EKS Security Groups,ap-northeast-1,PASS,,No EKS clusters present
EKS,EKS Security Groups,ap-southeast-2,PASS,,No EKS clusters present
EKS,EKS Security Groups,ap-northeast-2,PASS,,No EKS clusters present
EKS,EKS Security Groups,ap-south-1,PASS,,No EKS clusters present
ECR,ECR Repository Policy,us-east-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,us-east-2,PASS,,No ECR repositories present
ECR,ECR Repository Policy,us-west-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,us-west-2,PASS,,No ECR repositories present
ECR,ECR Repository Policy,ca-central-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,eu-central-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,eu-west-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,eu-west-2,PASS,,No ECR repositories present
ECR,ECR Repository Policy,eu-west-3,PASS,,No ECR repositories present
ECR,ECR Repository Policy,eu-north-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,ap-northeast-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,ap-northeast-2,PASS,,No ECR repositories present
ECR,ECR Repository Policy,ap-southeast-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,ap-southeast-2,PASS,,No ECR repositories present
ECR,ECR Repository Policy,ap-south-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,sa-east-1,PASS,,No ECR repositories present
ECR,ECR Repository Policy,ap-east-1,PASS,,Region is not enabled
ECR,ECR Repository Policy,me-south-1,PASS,,Region is not enabled
IAM,IAM Role Policies,global,PASS,arn:aws:iam::--REDACTED--:role/aws-service-role/support.amazonaws.com/AWSServiceRoleForSupport,Role does not have overly-permissive policy
IAM,IAM Role Policies,global,PASS,arn:aws:iam::--REDACTED--:role/aws-service-role/trustedadvisor.amazonaws.com/AWSServiceRoleForTrustedAdvisor,Role does not have overly-permissive policy
IAM,IAM Role Policies,global,PASS,arn:aws:iam::--REDACTED--:role/cloudsploit-security-scanner-CloudSploitRole-1BHPOLOJNASNE,Role does not have overly-permissive policy
S3,S3 Bucket Encryption,global,PASS,,No S3 buckets to check
ES,ElasticSearch Public Service Domain,us-east-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,us-east-2,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,us-west-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,us-west-2,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,ca-central-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,eu-central-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,eu-west-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,eu-west-2,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,eu-west-3,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,eu-north-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,ap-northeast-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,ap-northeast-2,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,ap-southeast-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,ap-southeast-2,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,ap-south-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,sa-east-1,PASS,,No ES domains found
ES,ElasticSearch Public Service Domain,ap-east-1,PASS,,Region is not enabled
ES,ElasticSearch Public Service Domain,me-south-1,PASS,,Region is not enabled
ES,ElasticSearch Encrypted Domain,us-east-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,us-east-2,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,us-west-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,us-west-2,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,ca-central-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,eu-central-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,eu-west-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,eu-west-2,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,eu-west-3,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,eu-north-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,ap-northeast-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,ap-northeast-2,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,ap-southeast-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,ap-southeast-2,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,ap-south-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,sa-east-1,PASS,,No ES domains found
ES,ElasticSearch Encrypted Domain,ap-east-1,PASS,,Region is not enabled
ES,ElasticSearch Encrypted Domain,me-south-1,PASS,,Region is not enabled
ES,ElasticSearch Node To Node Encryption,us-east-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,us-east-2,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,us-west-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,us-west-2,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,ca-central-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,eu-central-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,eu-west-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,eu-west-2,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,eu-west-3,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,eu-north-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,ap-northeast-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,ap-northeast-2,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,ap-southeast-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,ap-southeast-2,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,ap-south-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,sa-east-1,PASS,,No ES domains found
ES,ElasticSearch Node To Node Encryption,ap-east-1,PASS,,Region is not enabled
ES,ElasticSearch Node To Node Encryption,me-south-1,PASS,,Region is not enabled
ES,ElasticSearch Logging Enabled,us-east-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,us-east-2,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,us-west-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,us-west-2,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,ca-central-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,eu-central-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,eu-west-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,eu-west-2,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,eu-west-3,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,eu-north-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,ap-northeast-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,ap-northeast-2,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,ap-southeast-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,ap-southeast-2,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,ap-south-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,sa-east-1,PASS,,No ES domains found
ES,ElasticSearch Logging Enabled,ap-east-1,PASS,,Region is not enabled
ES,ElasticSearch Logging Enabled,me-south-1,PASS,,Region is not enabled
ES,ElasticSearch Upgrade Available,us-east-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,us-east-2,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,us-west-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,us-west-2,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,ca-central-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,eu-central-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,eu-west-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,eu-west-2,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,eu-west-3,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,eu-north-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,ap-northeast-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,ap-northeast-2,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,ap-southeast-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,ap-southeast-2,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,ap-south-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,sa-east-1,PASS,,No ES domains found
ES,ElasticSearch Upgrade Available,ap-east-1,PASS,,Region is not enabled
ES,ElasticSearch Upgrade Available,me-south-1,PASS,,Region is not enabled
ES,ElasticSearch HTTPS Only,us-east-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,us-east-2,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,us-west-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,us-west-2,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,ca-central-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,eu-central-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,eu-west-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,eu-west-2,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,eu-west-3,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,eu-north-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,ap-northeast-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,ap-northeast-2,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,ap-southeast-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,ap-southeast-2,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,ap-south-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,sa-east-1,PASS,,No ES domains found
ES,ElasticSearch HTTPS Only,ap-east-1,PASS,,Region is not enabled
ES,ElasticSearch HTTPS Only,me-south-1,PASS,,Region is not enabled
